2025-05-03 14:15:32.024 [http-nio-5001-exec-3] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@1aaa590b]
2025-05-03 14:58:31.266 [http-nio-5001-exec-6] DEBUG c.u.m.controller.AuthController - Method signin executed in 91 ms
2025-05-03 14:58:31.297 [http-nio-5001-exec-7] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MTEsImV4cCI6MTc0NjM1MDkxMSwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.lZDqVrBnIRxtNeiHS5SA7Yol3Q4fYpt0-JuQE2s8YHf0I-Sb5pmWbUNpn9BocKKc]
2025-05-03 14:58:31.303 [http-nio-5001-exec-7] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 6 ms
2025-05-03 14:58:31.433 [http-nio-5001-exec-9] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MTEsImV4cCI6MTc0NjM1MDkxMSwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.lZDqVrBnIRxtNeiHS5SA7Yol3Q4fYpt0-JuQE2s8YHf0I-Sb5pmWbUNpn9BocKKc]
2025-05-03 14:58:31.441 [http-nio-5001-exec-9] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 8 ms
2025-05-03 14:58:31.461 [http-nio-5001-exec-1] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MTEsImV4cCI6MTc0NjM1MDkxMSwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.lZDqVrBnIRxtNeiHS5SA7Yol3Q4fYpt0-JuQE2s8YHf0I-Sb5pmWbUNpn9BocKKc]
2025-05-03 14:58:31.469 [http-nio-5001-exec-1] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 8 ms
2025-05-03 14:58:44.016 [http-nio-5001-exec-2] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MTEsImV4cCI6MTc0NjM1MDkxMSwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.lZDqVrBnIRxtNeiHS5SA7Yol3Q4fYpt0-JuQE2s8YHf0I-Sb5pmWbUNpn9BocKKc]
2025-05-03 14:58:44.027 [http-nio-5001-exec-2] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 11 ms
2025-05-03 14:58:53.627 [http-nio-5001-exec-3] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@197662c2]
2025-05-03 14:58:53.714 [http-nio-5001-exec-3] DEBUG c.u.m.controller.AuthController - Method signin executed in 87 ms
2025-05-03 14:58:53.748 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MzMsImV4cCI6MTc0NjM1MDkzMywiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.e9r-jmZMabFp68kilZkGfSJg_hb-PQx5ZlaWUNCFBZ0u3JGADpWAN7Yb0uDjWg9f]
2025-05-03 14:58:53.754 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 6 ms
2025-05-03 14:58:53.899 [http-nio-5001-exec-5] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MzMsImV4cCI6MTc0NjM1MDkzMywiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.e9r-jmZMabFp68kilZkGfSJg_hb-PQx5ZlaWUNCFBZ0u3JGADpWAN7Yb0uDjWg9f]
2025-05-03 14:58:53.911 [http-nio-5001-exec-5] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 12 ms
2025-05-03 14:58:53.927 [http-nio-5001-exec-6] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MzMsImV4cCI6MTc0NjM1MDkzMywiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.e9r-jmZMabFp68kilZkGfSJg_hb-PQx5ZlaWUNCFBZ0u3JGADpWAN7Yb0uDjWg9f]
2025-05-03 14:58:53.939 [http-nio-5001-exec-6] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 13 ms
2025-05-03 15:03:33.282 [http-nio-5001-exec-10] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ1MzMsImV4cCI6MTc0NjM1MDkzMywiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.e9r-jmZMabFp68kilZkGfSJg_hb-PQx5ZlaWUNCFBZ0u3JGADpWAN7Yb0uDjWg9f]
2025-05-03 15:03:33.289 [http-nio-5001-exec-10] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 7 ms
2025-05-03 15:03:42.212 [http-nio-5001-exec-1] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@66f8c7c6]
2025-05-03 15:03:42.302 [http-nio-5001-exec-1] DEBUG c.u.m.controller.AuthController - Method signin executed in 90 ms
2025-05-03 15:03:42.344 [http-nio-5001-exec-2] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MjIsImV4cCI6MTc0NjM1MTIyMiwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.JRB7ePCxRcY1RKQ8UgzwhdVS_7s5rnXRuVs0OXrSAz16ZZYp4PYD9LSBQr6jEgQv]
2025-05-03 15:03:42.350 [http-nio-5001-exec-2] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 6 ms
2025-05-03 15:03:42.450 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MjIsImV4cCI6MTc0NjM1MTIyMiwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.JRB7ePCxRcY1RKQ8UgzwhdVS_7s5rnXRuVs0OXrSAz16ZZYp4PYD9LSBQr6jEgQv]
2025-05-03 15:03:42.459 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 9 ms
2025-05-03 15:03:42.483 [http-nio-5001-exec-6] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MjIsImV4cCI6MTc0NjM1MTIyMiwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.JRB7ePCxRcY1RKQ8UgzwhdVS_7s5rnXRuVs0OXrSAz16ZZYp4PYD9LSBQr6jEgQv]
2025-05-03 15:03:42.492 [http-nio-5001-exec-6] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 9 ms
2025-05-03 15:03:50.223 [http-nio-5001-exec-7] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MjIsImV4cCI6MTc0NjM1MTIyMiwiZW1haWwiOiJ0ZXN0dXNlcjFAZXhhbXBsZS5jb20iLCJhdXRob3JpdGllcyI6IlJPTEVfQ1VTVE9NRVIifQ.JRB7ePCxRcY1RKQ8UgzwhdVS_7s5rnXRuVs0OXrSAz16ZZYp4PYD9LSBQr6jEgQv]
2025-05-03 15:03:50.232 [http-nio-5001-exec-7] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 9 ms
2025-05-03 15:03:58.939 [http-nio-5001-exec-8] INFO  c.u.m.controller.AuthController - Method: signin - Args: [com.user.management.request.LoginRequest@5c061683]
2025-05-03 15:03:59.026 [http-nio-5001-exec-8] DEBUG c.u.m.controller.AuthController - Method signin executed in 87 ms
2025-05-03 15:03:59.062 [http-nio-5001-exec-9] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:03:59.067 [http-nio-5001-exec-9] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 5 ms
2025-05-03 15:03:59.195 [http-nio-5001-exec-10] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:03:59.206 [http-nio-5001-exec-10] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 11 ms
2025-05-03 15:03:59.220 [http-nio-5001-exec-1] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:03:59.229 [http-nio-5001-exec-1] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 9 ms
2025-05-03 15:05:54.061 [http-nio-5001-exec-4] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:54.071 [http-nio-5001-exec-6] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:54.071 [http-nio-5001-exec-4] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 10 ms
2025-05-03 15:05:54.083 [http-nio-5001-exec-6] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 12 ms
2025-05-03 15:05:54.089 [http-nio-5001-exec-7] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:54.100 [http-nio-5001-exec-8] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:54.100 [http-nio-5001-exec-7] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 11 ms
2025-05-03 15:05:54.108 [http-nio-5001-exec-8] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 9 ms
2025-05-03 15:05:59.404 [http-nio-5001-exec-9] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:59.413 [http-nio-5001-exec-9] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 9 ms
2025-05-03 15:05:59.434 [http-nio-5001-exec-10] INFO  c.u.m.controller.UserController - Method: getUserProfileHandler - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:59.460 [http-nio-5001-exec-10] DEBUG c.u.m.controller.UserController - Method getUserProfileHandler executed in 26 ms
2025-05-03 15:05:59.879 [http-nio-5001-exec-1] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:59.890 [http-nio-5001-exec-1] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 11 ms
2025-05-03 15:05:59.909 [http-nio-5001-exec-2] INFO  c.u.m.controller.UserController - Method: findAllUsers - Args: [Bearer eyJhbGciOiJIUzM4NCJ9.eyJpYXQiOjE3NDYyNjQ4MzksImV4cCI6MTc0NjM1MTIzOSwiZW1haWwiOiJ0ZXN0YWRtaW4yQGV4YW1wbGUuY29tIiwiYXV0aG9yaXRpZXMiOiJST0xFX0FETUlOIn0.nywA6rYZcG0fKN0zL19nBfFfJ7ungNZuiSTmvzbMJCpBsu_jII1EgAzeKBLXPOYZ]
2025-05-03 15:05:59.920 [http-nio-5001-exec-2] DEBUG c.u.m.controller.UserController - Method findAllUsers executed in 11 ms
